deploy_ts,pod_name,workload_type,scheduler
1778940760.048421344,fusion-workload-1,fusion,dqn-scheduler
1778940780.293995232,fusion-workload-2,fusion,dqn-scheduler
1778940800.524967700,fusion-workload-3,fusion,dqn-scheduler
1778940820.782409126,fusion-workload-4,fusion,dqn-scheduler
1778940841.019067475,fusion-workload-5,fusion,dqn-scheduler
1778940861.254217100,fusion-workload-6,fusion,dqn-scheduler
1778940881.497736312,fusion-workload-7,fusion,dqn-scheduler
1778940901.717613880,fusion-workload-8,fusion,dqn-scheduler
1778940921.945796459,fusion-workload-9,fusion,dqn-scheduler
1778940942.188263565,fusion-workload-10,fusion,dqn-scheduler
1778940962.439139739,fusion-workload-11,fusion,dqn-scheduler
1778940982.685427491,fusion-workload-12,fusion,dqn-scheduler
1778941002.932926887,fusion-workload-13,fusion,dqn-scheduler
1778941023.170583223,fusion-workload-14,fusion,dqn-scheduler
1778941043.416220569,fusion-workload-15,fusion,dqn-scheduler
1778941063.638027570,fusion-workload-16,fusion,dqn-scheduler
1778941083.861449207,fusion-workload-17,fusion,dqn-scheduler
1778941104.084810257,fusion-workload-18,fusion,dqn-scheduler
1778941124.300323568,fusion-workload-19,fusion,dqn-scheduler
1778941144.532129407,fusion-workload-20,fusion,dqn-scheduler
1778941164.761896280,fusion-workload-21,fusion,dqn-scheduler
1778941185.008842850,fusion-workload-22,fusion,dqn-scheduler
1778941205.229019989,fusion-workload-23,fusion,dqn-scheduler
1778941225.458361943,fusion-workload-24,fusion,dqn-scheduler
1778941245.689760951,fusion-workload-25,fusion,dqn-scheduler
1778941265.901511717,fusion-workload-26,fusion,dqn-scheduler
1778941286.131231825,fusion-workload-27,fusion,dqn-scheduler
1778941306.385734097,fusion-workload-28,fusion,dqn-scheduler
1778941326.610092208,fusion-workload-29,fusion,dqn-scheduler
1778941346.862014368,fusion-workload-30,fusion,dqn-scheduler
1778941367.088758151,fusion-workload-31,fusion,dqn-scheduler
1778941387.322144708,fusion-workload-32,fusion,dqn-scheduler
1778941407.571243490,fusion-workload-33,fusion,dqn-scheduler
1778941427.808528299,fusion-workload-34,fusion,dqn-scheduler
1778941448.025901556,fusion-workload-35,fusion,dqn-scheduler
1778941468.266590021,fusion-workload-36,fusion,dqn-scheduler
1778941488.487306774,fusion-workload-37,fusion,dqn-scheduler
1778941508.723138912,fusion-workload-38,fusion,dqn-scheduler
1778941528.964203269,fusion-workload-39,fusion,dqn-scheduler
1778941549.200338279,fusion-workload-40,fusion,dqn-scheduler
1778941569.419030258,fusion-workload-41,fusion,dqn-scheduler
1778941589.647087680,fusion-workload-42,fusion,dqn-scheduler
1778941609.869418095,fusion-workload-43,fusion,dqn-scheduler
1778941630.114088049,fusion-workload-44,fusion,dqn-scheduler
1778941650.333655940,fusion-workload-45,fusion,dqn-scheduler
1778941670.554626091,fusion-workload-46,fusion,dqn-scheduler
1778941690.779966910,fusion-workload-47,fusion,dqn-scheduler
1778941711.010917001,fusion-workload-48,fusion,dqn-scheduler
1778941731.238249552,fusion-workload-49,fusion,dqn-scheduler
1778941751.498002171,fusion-workload-50,fusion,dqn-scheduler
1778941771.724013365,fusion-workload-51,fusion,dqn-scheduler
1778941791.944848017,fusion-workload-52,fusion,dqn-scheduler
1778941812.171149816,fusion-workload-53,fusion,dqn-scheduler
1778941832.397058304,fusion-workload-54,fusion,dqn-scheduler
1778941852.632642122,fusion-workload-55,fusion,dqn-scheduler
1778941872.839791791,fusion-workload-56,fusion,dqn-scheduler
1778941893.059261727,fusion-workload-57,fusion,dqn-scheduler
1778941913.285212531,fusion-workload-58,fusion,dqn-scheduler
1778941933.492907252,fusion-workload-59,fusion,dqn-scheduler
1778941953.712653209,fusion-workload-60,fusion,dqn-scheduler
1778941973.937024500,fusion-workload-61,fusion,dqn-scheduler
1778941994.174075027,fusion-workload-62,fusion,dqn-scheduler
1778942014.406138582,fusion-workload-63,fusion,dqn-scheduler
1778942034.643939652,fusion-workload-64,fusion,dqn-scheduler
1778942054.882814296,fusion-workload-65,fusion,dqn-scheduler
1778942075.110889410,fusion-workload-66,fusion,dqn-scheduler
1778942095.327562403,fusion-workload-67,fusion,dqn-scheduler
1778942115.553204896,fusion-workload-68,fusion,dqn-scheduler
1778942135.850010041,fusion-workload-69,fusion,dqn-scheduler
1778942156.078562454,fusion-workload-70,fusion,dqn-scheduler
1778942176.300529599,fusion-workload-71,fusion,dqn-scheduler
1778942196.529399950,fusion-workload-72,fusion,dqn-scheduler
1778942216.752688038,fusion-workload-73,fusion,dqn-scheduler
1778942236.972983200,fusion-workload-74,fusion,dqn-scheduler
1778942257.200940648,fusion-workload-75,fusion,dqn-scheduler
1778942277.416102579,fusion-workload-76,fusion,dqn-scheduler
1778942297.658505670,fusion-workload-77,fusion,dqn-scheduler
1778942317.894684911,fusion-workload-78,fusion,dqn-scheduler
1778942338.102715504,fusion-workload-79,fusion,dqn-scheduler
1778942358.328706285,fusion-workload-80,fusion,dqn-scheduler
1778942378.547335012,fusion-workload-81,fusion,dqn-scheduler
1778942398.782876639,fusion-workload-82,fusion,dqn-scheduler
1778942419.014232445,fusion-workload-83,fusion,dqn-scheduler
1778942439.235772111,fusion-workload-84,fusion,dqn-scheduler
1778942459.463323908,fusion-workload-85,fusion,dqn-scheduler
1778942479.704728256,fusion-workload-86,fusion,dqn-scheduler
1778942499.933645704,fusion-workload-87,fusion,dqn-scheduler
1778942520.162341227,fusion-workload-88,fusion,dqn-scheduler
1778942540.410141529,fusion-workload-89,fusion,dqn-scheduler
1778942560.634590160,fusion-workload-90,fusion,dqn-scheduler
1778942580.869262685,fusion-workload-91,fusion,dqn-scheduler
1778942601.103243383,fusion-workload-92,fusion,dqn-scheduler
1778942621.336914247,fusion-workload-93,fusion,dqn-scheduler
1778942641.564116806,fusion-workload-94,fusion,dqn-scheduler
1778942661.780191122,fusion-workload-95,fusion,dqn-scheduler
1778942681.995956416,fusion-workload-96,fusion,dqn-scheduler
1778942702.218562964,fusion-workload-97,fusion,dqn-scheduler
1778942722.486284728,fusion-workload-98,fusion,dqn-scheduler
1778942742.720136845,fusion-workload-99,fusion,dqn-scheduler
1778942762.937463413,fusion-workload-100,fusion,dqn-scheduler
