deploy_ts,pod_name,workload_type,scheduler
1778943313.230604784,fusion-workload-1,fusion,dqn-scheduler
1778943333.492712260,fusion-workload-2,fusion,dqn-scheduler
1778943353.713273195,fusion-workload-3,fusion,dqn-scheduler
1778943373.937179328,fusion-workload-4,fusion,dqn-scheduler
1778943394.179076711,fusion-workload-5,fusion,dqn-scheduler
1778943414.423312316,fusion-workload-6,fusion,dqn-scheduler
1778943434.660912661,fusion-workload-7,fusion,dqn-scheduler
1778943454.896217367,fusion-workload-8,fusion,dqn-scheduler
1778943475.125303482,fusion-workload-9,fusion,dqn-scheduler
1778943495.374233321,fusion-workload-10,fusion,dqn-scheduler
1778943515.593259744,fusion-workload-11,fusion,dqn-scheduler
1778943535.805267524,fusion-workload-12,fusion,dqn-scheduler
1778943556.026357623,fusion-workload-13,fusion,dqn-scheduler
1778943576.260425833,fusion-workload-14,fusion,dqn-scheduler
1778943596.534041647,fusion-workload-15,fusion,dqn-scheduler
1778943616.780381354,fusion-workload-16,fusion,dqn-scheduler
1778943637.012806055,fusion-workload-17,fusion,dqn-scheduler
1778943657.239552879,fusion-workload-18,fusion,dqn-scheduler
1778943677.473575767,fusion-workload-19,fusion,dqn-scheduler
1778943697.714351719,fusion-workload-20,fusion,dqn-scheduler
1778943717.932973679,fusion-workload-21,fusion,dqn-scheduler
1778943738.162772155,fusion-workload-22,fusion,dqn-scheduler
1778943758.373448104,fusion-workload-23,fusion,dqn-scheduler
1778943778.600760406,fusion-workload-24,fusion,dqn-scheduler
1778943798.821242292,fusion-workload-25,fusion,dqn-scheduler
1778943819.071909724,fusion-workload-26,fusion,dqn-scheduler
1778943839.307500753,fusion-workload-27,fusion,dqn-scheduler
1778943859.560908721,fusion-workload-28,fusion,dqn-scheduler
1778943879.791361830,fusion-workload-29,fusion,dqn-scheduler
1778943900.045733466,fusion-workload-30,fusion,dqn-scheduler
1778943920.298311927,fusion-workload-31,fusion,dqn-scheduler
1778943940.520415607,fusion-workload-32,fusion,dqn-scheduler
1778943960.756239298,fusion-workload-33,fusion,dqn-scheduler
1778943980.990186280,fusion-workload-34,fusion,dqn-scheduler
1778944001.223269616,fusion-workload-35,fusion,dqn-scheduler
1778944021.452669004,fusion-workload-36,fusion,dqn-scheduler
