deploy_ts,pod_name,workload_type,scheduler
1779075203.137963905,fusion-workload-1,fusion,dqn-scheduler
1779075223.399494029,fusion-workload-2,fusion,dqn-scheduler
1779075243.618351988,fusion-workload-3,fusion,dqn-scheduler
1779075263.854623581,fusion-workload-4,fusion,dqn-scheduler
1779075284.100135755,fusion-workload-5,fusion,dqn-scheduler
1779075304.345651017,fusion-workload-6,fusion,dqn-scheduler
1779075324.593466910,fusion-workload-7,fusion,dqn-scheduler
1779075344.841297201,fusion-workload-8,fusion,dqn-scheduler
1779075365.064633214,fusion-workload-9,fusion,dqn-scheduler
1779075385.288976679,fusion-workload-10,fusion,dqn-scheduler
1779075405.519021097,fusion-workload-11,fusion,dqn-scheduler
1779075425.768093225,fusion-workload-12,fusion,dqn-scheduler
1779075446.015289691,fusion-workload-13,fusion,dqn-scheduler
1779075466.265668068,fusion-workload-14,fusion,dqn-scheduler
1779075486.502177529,fusion-workload-15,fusion,dqn-scheduler
1779075506.729700021,fusion-workload-16,fusion,dqn-scheduler
1779075527.001409362,fusion-workload-17,fusion,dqn-scheduler
1779075547.263540329,fusion-workload-18,fusion,dqn-scheduler
1779075567.492145320,fusion-workload-19,fusion,dqn-scheduler
1779075587.751083268,fusion-workload-20,fusion,dqn-scheduler
1779075608.002222218,fusion-workload-21,fusion,dqn-scheduler
1779075628.229017861,fusion-workload-22,fusion,dqn-scheduler
1779075648.483942972,fusion-workload-23,fusion,dqn-scheduler
1779075668.719515721,fusion-workload-24,fusion,dqn-scheduler
1779075688.975689931,fusion-workload-25,fusion,dqn-scheduler
1779075709.241415332,fusion-workload-26,fusion,dqn-scheduler
1779075729.491034372,fusion-workload-27,fusion,dqn-scheduler
1779075749.752088210,fusion-workload-28,fusion,dqn-scheduler
1779075769.999500585,fusion-workload-29,fusion,dqn-scheduler
1779075790.291726983,fusion-workload-30,fusion,dqn-scheduler
1779075810.540296901,fusion-workload-31,fusion,dqn-scheduler
1779075830.799816214,fusion-workload-32,fusion,dqn-scheduler
1779075851.040860965,fusion-workload-33,fusion,dqn-scheduler
1779075871.262045181,fusion-workload-34,fusion,dqn-scheduler
1779075891.478519226,fusion-workload-35,fusion,dqn-scheduler
1779075911.697614609,fusion-workload-36,fusion,dqn-scheduler
1779075931.936691760,fusion-workload-37,fusion,dqn-scheduler
1779075952.186295328,fusion-workload-38,fusion,dqn-scheduler
1779075972.409638976,fusion-workload-39,fusion,dqn-scheduler
1779075992.665156769,fusion-workload-40,fusion,dqn-scheduler
1779076012.895073133,fusion-workload-41,fusion,dqn-scheduler
1779076033.119018244,fusion-workload-42,fusion,dqn-scheduler
1779076053.345575039,fusion-workload-43,fusion,dqn-scheduler
1779076073.581473313,fusion-workload-44,fusion,dqn-scheduler
1779076093.828539311,fusion-workload-45,fusion,dqn-scheduler
1779076114.068637202,fusion-workload-46,fusion,dqn-scheduler
1779076134.305333943,fusion-workload-47,fusion,dqn-scheduler
1779076154.548626273,fusion-workload-48,fusion,dqn-scheduler
1779076174.774415429,fusion-workload-49,fusion,dqn-scheduler
1779076195.037575729,fusion-workload-50,fusion,dqn-scheduler
1779076215.313978522,fusion-workload-51,fusion,dqn-scheduler
1779076235.580600887,fusion-workload-52,fusion,dqn-scheduler
1779076255.827996175,fusion-workload-53,fusion,dqn-scheduler
1779076276.061957453,fusion-workload-54,fusion,dqn-scheduler
1779076296.304233842,fusion-workload-55,fusion,dqn-scheduler
1779076316.547514001,fusion-workload-56,fusion,dqn-scheduler
1779076336.796698170,fusion-workload-57,fusion,dqn-scheduler
1779076357.045058258,fusion-workload-58,fusion,dqn-scheduler
1779076377.323281525,fusion-workload-59,fusion,dqn-scheduler
1779076397.574943329,fusion-workload-60,fusion,dqn-scheduler
1779076417.830741770,fusion-workload-61,fusion,dqn-scheduler
1779076438.101954003,fusion-workload-62,fusion,dqn-scheduler
1779076458.419172997,fusion-workload-63,fusion,dqn-scheduler
1779076478.673425029,fusion-workload-64,fusion,dqn-scheduler
1779076498.919236734,fusion-workload-65,fusion,dqn-scheduler
