deploy_ts,pod_name,workload_type,scheduler
1778921184.717907318,fusion-workload-1,fusion,default-scheduler
1778921204.948807442,fusion-workload-2,fusion,default-scheduler
1778921225.179462642,fusion-workload-3,fusion,default-scheduler
1778921245.410769608,fusion-workload-4,fusion,default-scheduler
1778921265.635697975,fusion-workload-5,fusion,default-scheduler
1778921285.869301602,fusion-workload-6,fusion,default-scheduler
1778921306.088374492,fusion-workload-7,fusion,default-scheduler
1778921326.336646513,fusion-workload-8,fusion,default-scheduler
1778921346.548568249,fusion-workload-9,fusion,default-scheduler
1778921366.771095182,fusion-workload-10,fusion,default-scheduler
1778921387.003673423,fusion-workload-11,fusion,default-scheduler
1778921407.247323468,fusion-workload-12,fusion,default-scheduler
1778921427.471922734,fusion-workload-13,fusion,default-scheduler
1778921447.692768997,fusion-workload-14,fusion,default-scheduler
1778921467.910480299,fusion-workload-15,fusion,default-scheduler
1778921488.144992224,fusion-workload-16,fusion,default-scheduler
1778921508.374027051,fusion-workload-17,fusion,default-scheduler
1778921528.596856264,fusion-workload-18,fusion,default-scheduler
1778921548.822975981,fusion-workload-19,fusion,default-scheduler
1778921569.064381809,fusion-workload-20,fusion,default-scheduler
1778921589.274252501,fusion-workload-21,fusion,default-scheduler
1778921609.500086884,fusion-workload-22,fusion,default-scheduler
1778921629.718696318,fusion-workload-23,fusion,default-scheduler
1778921649.999998201,fusion-workload-24,fusion,default-scheduler
1778921670.222599852,fusion-workload-25,fusion,default-scheduler
1778921690.448935111,fusion-workload-26,fusion,default-scheduler
1778921710.674246686,fusion-workload-27,fusion,default-scheduler
1778921730.903797645,fusion-workload-28,fusion,default-scheduler
1778921751.120646806,fusion-workload-29,fusion,default-scheduler
1778921771.338424222,fusion-workload-30,fusion,default-scheduler
1778921791.575445244,fusion-workload-31,fusion,default-scheduler
1778921811.810576487,fusion-workload-32,fusion,default-scheduler
1778921832.020010252,fusion-workload-33,fusion,default-scheduler
1778921852.251056813,fusion-workload-34,fusion,default-scheduler
1778921872.495150099,fusion-workload-35,fusion,default-scheduler
1778921892.725889036,fusion-workload-36,fusion,default-scheduler
1778921912.945151484,fusion-workload-37,fusion,default-scheduler
1778921933.181768060,fusion-workload-38,fusion,default-scheduler
1778921953.406781920,fusion-workload-39,fusion,default-scheduler
1778921973.633569504,fusion-workload-40,fusion,default-scheduler
1778921993.853397067,fusion-workload-41,fusion,default-scheduler
1778922014.076109130,fusion-workload-42,fusion,default-scheduler
1778922034.290677690,fusion-workload-43,fusion,default-scheduler
1778922054.529766254,fusion-workload-44,fusion,default-scheduler
1778922074.759711640,fusion-workload-45,fusion,default-scheduler
1778922094.970402781,fusion-workload-46,fusion,default-scheduler
1778922115.216452005,fusion-workload-47,fusion,default-scheduler
1778922135.434502501,fusion-workload-48,fusion,default-scheduler
1778922155.652746443,fusion-workload-49,fusion,default-scheduler
1778922175.870064897,fusion-workload-50,fusion,default-scheduler
1778922196.094595623,fusion-workload-51,fusion,default-scheduler
1778922216.324970134,fusion-workload-52,fusion,default-scheduler
1778922236.546018563,fusion-workload-53,fusion,default-scheduler
1778922256.777705666,fusion-workload-54,fusion,default-scheduler
1778922276.997372597,fusion-workload-55,fusion,default-scheduler
1778922297.221690656,fusion-workload-56,fusion,default-scheduler
1778922317.440477560,fusion-workload-57,fusion,default-scheduler
1778922337.664866581,fusion-workload-58,fusion,default-scheduler
1778922357.904872207,fusion-workload-59,fusion,default-scheduler
1778922378.134958294,fusion-workload-60,fusion,default-scheduler
1778922398.346173525,fusion-workload-61,fusion,default-scheduler
1778922418.559722817,fusion-workload-62,fusion,default-scheduler
1778922438.798602201,fusion-workload-63,fusion,default-scheduler
1778922459.034974442,fusion-workload-64,fusion,default-scheduler
1778922479.258907543,fusion-workload-65,fusion,default-scheduler
1778922499.489208201,fusion-workload-66,fusion,default-scheduler
1778922519.730874188,fusion-workload-67,fusion,default-scheduler
1778922539.946671755,fusion-workload-68,fusion,default-scheduler
1778922560.179640131,fusion-workload-69,fusion,default-scheduler
1778922580.400009738,fusion-workload-70,fusion,default-scheduler
1778922600.616706235,fusion-workload-71,fusion,default-scheduler
1778922620.867858602,fusion-workload-72,fusion,default-scheduler
1778922641.103849387,fusion-workload-73,fusion,default-scheduler
1778922661.320567025,fusion-workload-74,fusion,default-scheduler
1778922681.581543589,fusion-workload-75,fusion,default-scheduler
1778922701.808656843,fusion-workload-76,fusion,default-scheduler
1778922722.044134328,fusion-workload-77,fusion,default-scheduler
1778922742.285266273,fusion-workload-78,fusion,default-scheduler
1778922762.498688850,fusion-workload-79,fusion,default-scheduler
1778922782.733347260,fusion-workload-80,fusion,default-scheduler
1778922802.940666315,fusion-workload-81,fusion,default-scheduler
1778922823.181402465,fusion-workload-82,fusion,default-scheduler
1778922843.403903166,fusion-workload-83,fusion,default-scheduler
1778922863.636268354,fusion-workload-84,fusion,default-scheduler
1778922883.858023705,fusion-workload-85,fusion,default-scheduler
1778922904.076962219,fusion-workload-86,fusion,default-scheduler
1778922924.309718175,fusion-workload-87,fusion,default-scheduler
1778922944.533927216,fusion-workload-88,fusion,default-scheduler
1778922964.743230006,fusion-workload-89,fusion,default-scheduler
1778922984.963430004,fusion-workload-90,fusion,default-scheduler
1778923005.190060779,fusion-workload-91,fusion,default-scheduler
1778923025.432211525,fusion-workload-92,fusion,default-scheduler
1778923045.671803150,fusion-workload-93,fusion,default-scheduler
1778923065.897699106,fusion-workload-94,fusion,default-scheduler
1778923086.120589699,fusion-workload-95,fusion,default-scheduler
1778923106.341869608,fusion-workload-96,fusion,default-scheduler
1778923126.560133222,fusion-workload-97,fusion,default-scheduler
1778923146.783749655,fusion-workload-98,fusion,default-scheduler
1778923167.034277058,fusion-workload-99,fusion,default-scheduler
1778923187.247762336,fusion-workload-100,fusion,default-scheduler
